educ,period,delta,p,transition,age,time_mid,effect,cc,rate_effect,cc_total
basic,2016-2020,-0.00152620164083527,0.002624695445019425,HD,65.25,2018,-9.051048868064543,0.013813725633720318,0.6369033632764506,0.0015891228013821034
basic,2016-2020,-0.00155004154699269,0.002661554679993255,HD,65.5,2018,-8.892502206801444,0.013783747877266418,0.6369033632764506,0.0015856741780650972
basic,2016-2020,-0.0015741705854978403,0.00269913323741179,HD,65.75,2018,-8.735252099868632,0.013750776912521443,0.6369033632764506,0.0015818812178421211
basic,2016-2020,-0.001598599736072,0.00273746063866658,HD,66,2018,-8.579306625110274,0.013714877306582045,0.6369033632764506,0.001577751348473667
basic,2016-2020,-0.0016233404334411498,0.002776567590080125,HD,66.25,2018,-8.424673760610045,0.01367611355414899,0.6369033632764506,0.0015732919893918474
basic,2016-2020,-0.00164840457861539,0.002816486033718005,HD,66.5,2018,-8.271361382092298,0.013634549973623464,0.6369033632764506,0.0015685105397473748
basic,2016-2020,-0.0016738045506971,0.00285724920106918,HD,66.75,2018,-8.119377260294096,0.01359025060710681,0.6369033632764506,0.0015634143669055922
basic,2016-2020,-0.0016995532192451198,0.00289889166976219,HD,67,2018,-7.968729058307378,0.013543279124338437,0.6369033632764506,0.0015580107953955475
basic,2016-2020,-0.00172566395722254,0.00294144942349577,HD,67.25,2018,-7.819424328890674,0.013493698730595687,0.6369033632764506,0.0015523070963148465
basic,2016-2020,-0.0017521506545564699,0.002984959915372995,HD,67.5,2018,-7.671470511749722,0.013441572078572932,0.6369033632764506,0.001546310477192279
basic,2016-2020,-0.00177902773233832,0.0030294621348405802,HD,67.75,2018,-7.524874930786492,0.013386961184246565,0.6369033632764506,0.0015400280723089754
basic,2016-2020,-0.00180631015769415,0.003074996678447215,HD,68,2018,-7.379644791316112,0.013329927346729019,0.6369033632764506,0.0015334669334784623
basic,2016-2020,-0.0018340134593545498,0.003121605824648855,HD,68.25,2018,-7.235787177251284,0.01327053107210392,0.6369033632764506,0.0015266340212847028
basic,2016-2020,-0.0018621537439545803,0.00316933361290341,HD,68.5,2018,-7.093309048253798,0.01320883200123271,0.6369033632764506,0.0015195361967770124
basic,2016-2020,-0.0018907477130944497,0.0032182259273130847,HD,68.75,2018,-6.952217236852836,0.013144888841515314,0.6369033632764506,0.0015121802136198485
basic,2016-2020,-0.0019198126811922297,0.003268330585089435,HD,69,2018,-6.812518445529793,0.013078759302584073,0.6369033632764506,0.0015045727106950766
basic,2016-2020,-0.0019493665941604397,0.0033196974301344397,HD,69.25,2018,-6.674219243769424,0.013010500035906867,0.6369033632764506,0.0014967202051539518
basic,2016-2020,-0.0019794280489384896,0.003372378432050105,HD,69.5,2018,-6.537326065077128,0.012940166578270353,0.6369033632764506,0.001488629085915461
basic,2016-2020,-0.0020100163139138696,0.0034264277909103248,HD,69.75,2018,-6.401845203962305,0.012867813299115497,0.6369033632764506,0.0014803056076078366
basic,2016-2020,-0.00204115135026477,0.003481902048150685,HD,70,2018,-6.267782812887699,0.012793493351692045,0.6369033632764506,0.001471755884949394
basic,2016-2020,-0.0020728538342576104,0.003538860203956295,HD,70.25,2018,-6.135144899184748,0.012717258628001127,0.6369033632764506,0.0014629858875651568
basic,2016-2020,-0.00210514518053292,0.0035973638415534304,HD,70.5,2018,-6.00393732193498,0.012639159717493149,0.6369033632764506,0.0014540014352354847
basic,2016-2020,-0.00213804756641317,0.0036574772588384248,HD,70.75,2018,-5.8741657888175345,0.012559245869488828,0.6369033632764506,0.0014448081935730145
basic,2016-2020,-0.00217158395726651,0.0037192676078073045,HD,71,2018,-5.745835852922957,0.012477564959294227,0.6369033632764506,0.0014354116701245517
basic,2016-2020,-0.00220577813295992,0.0037828050422814502,HD,71.25,2018,-5.618952909533422,0.01239416345798034,0.6369033632764506,0.0014258172108945328
basic,2016-2020,-0.0022406547154353203,0.00384816287445927,HD,71.5,2018,-5.493522192869599,0.012309086405801847,0.6369033632764506,0.0014160299972871342
basic,2016-2020,-0.0022762391974420902,0.003915417740860915,HD,71.75,2018,-5.369548772804362,0.012222377389234361,0.6369033632764506,0.001406055043464651
basic,2016-2020,-0.00231255797245824,0.00398464977827271,HD,72,2018,-5.247037551543644,0.012134078521610019,0.6369033632764506,0.001395897194119827
basic,2016-2020,-0.00234963836583262,0.00405594281034151,HD,72.25,2018,-5.125993260274656,0.012044230427340768,0.6369033632764506,0.0013855611226609112
basic,2016-2020,-0.0023875086671788295,0.004129384545514695,HD,72.5,2018,-5.006420455781779,0.011952872229720383,0.6369033632764506,0.001375051329808407
basic,2016-2020,-0.00242619816405079,0.004205066787072005,HD,72.75,2018,-4.8883235170304005,0.011860041542305457,0.6369033632764506,0.0013643721426035498
basic,2016-2020,-0.0024657371769279896,0.004283085656048674,HD,73,2018,-4.7717066417189695,0.01176577446388067,0.6369033632764506,0.0013535277138291121
basic,2016-2020,-0.0025061570955367696,0.004363541827907245,HD,73.25,2018,-4.6565738427995305,0.011670105577022966,0.6369033632764506,0.0013425220218442283
basic,2016-2020,-0.00254749041653145,0.004446540783877925,HD,73.5,2018,-4.542928944966963,0.01157306795028667,0.6369033632764506,0.0013313588708357682
basic,2016-2020,-0.00258977078255624,0.00453219307795446,HD,73.75,2018,-4.4307755811171345,0.011474693144040801,0.6369033632764506,0.00132004189148986
basic,2016-2020,-0.0026330330227058696,0.004620614620605165,HD,74,2018,-4.3201171887741,0.011375011220001454,0.6369033632764506,0.0013085745420884872
basic,2016-2020,-0.0026773131943983,0.0047119269803369,HD,74.25,2018,-4.210957006486448,0.011274050754510136,0.6369033632764506,0.0012969601100370238
basic,2016-2020,-0.00272264862666871,0.004806257704334635,HD,74.5,2018,-4.103298070192787,0.01117183885562276,0.6369033632764506,0.0012852017138301388
basic,2016-2020,-0.00276907796488799,0.004903740659490155,HD,74.75,2018,-3.997143209556299,0.011068401184084004,0.6369033632764506,0.001273302305464675
basic,2016-2020,-0.00281664121690315,0.005004516395232435,HD,75,2018,-3.8924950442681823,0.010963761978277014,0.6369033632764506,0.0012612646733098502
basic,2016-2020,-0.0028653798005888404,0.0051087325296787205,HD,75.25,2018,-3.7893559803196486,0.010857944083248444,0.6369033632764506,0.001249091445446277
basic,2016-2020,-0.0029153365927915803,0.00521654416074067,HD,75.5,2018,-3.687728206242039,0.010750968983927071,0.6369033632764506,0.0012367850934874155
basic,2016-2020,-0.0029665559796375,0.0053281143039445,HD,75.75,2018,-3.5876136893144253,0.01064285684266506,0.6369033632764506,0.0012243479368982966
basic,2016-2020,-0.0030190839081638,0.00544361435885927,HD,76,2018,-3.4890141717379115,0.010533626541249378,0.6369033632764506,0.0012117821478284908
basic,2016-2020,-0.0030729679392208307,0.005563224606173315,HD,76.25,2018,-3.3919311667756027,0.010423295727545332,0.6369033632764506,0.0011990897564779525
basic,2016-2020,-0.00312825730157681,0.005687134737616844,HD,76.5,2018,-3.2963659548570297,0.010311880866950717,0.6369033632764506,0.0011862726570162755
basic,2016-2020,-0.0031850029471406204,0.0058155444211007,HD,76.75,2018,-3.2023195796455144,0.010199397298857077,0.6369033632764506,0.0011733326140779621
basic,2016-2020,-0.0032432576071985903,0.0059486639036260645,HD,77,2018,-3.1097928440667113,0.0100858592983311,0.6369033632764506,0.0011602712698582152
basic,2016-2020,-0.0033030758495394604,0.00608671465472216,HD,77.25,2018,-3.018786306296236,0.00997128014324753,0.6369033632764506,0.0011470901518358674
basic,2016-2020,-0.0033645141363166705,0.006229930053386485,HD,77.5,2018,-2.9293002757039575,0.009855672187122286,0.6369033632764506,0.0011337906811520612
basic,2016-2020,-0.00342763088246945,0.006378556121739865,HD,77.75,2018,-2.8413348087521713,0.00973904693791437,0.6369033632764506,0.0011203741816755723
basic,2016-2020,-0.0034924865144915,0.00653285230886512,HD,78,2018,-2.754889704844442,0.009621415143080682,0.6369033632764506,0.0011068418897874665
basic,2016-2020,-0.0035591435293008894,0.006693092328577805,HD,78.25,2018,-2.6699645021215144,0.009502786881188859,0.6369033632764506,0.0010931949649201848
basic,2016-2020,-0.00362766655292309,0.0068595650551808544,HD,78.5,2018,-2.5865584732001823,0.009383171660408116,0.6369033632764506,0.0010794345008878728
basic,2016-2020,-0.003698122398653801,0.00703257548158451,HD,78.75,2018,-2.504670620850538,0.009262578524217496,0.6369033632764506,0.0010655615380469946
basic,2016-2020,-0.0037705801243154303,0.007212445744531725,HD,79,2018,-2.424299673606458,0.009141016164684896,0.6369033632764506,0.0010515770763278836
basic,2016-2020,-0.00384511108816325,0.007399516222059015,HD,79.25,2018,-2.3454440813036475,0.009018493043687523,0.6369033632764506,0.0010374820891798735
basic,2016-2020,-0.003921789002930299,0.00759414670874725,HD,79.5,2018,-2.26810201053891,0.0088950175224556,0.6369033632764506,0.0010232775384739288
basic,2016-2020,-0.00400068998742621,0.007796717674778735,HD,79.75,2018,-2.192271339829737,0.008770597998978271,0.6369033632764506,0.001008964390309738
basic,2016-2020,-0.00408189223059825,0.008007631423109165,HD,80,2018,-2.117949630284087,0.008645242140655051,0.6369033632764506,9.945435267403923e-4
basic,2016-2020,-0.00416544420605452,0.008227284354216921,HD,80.25,2018,-2.045134039376143,0.00851889173492423,0.6369033632764506,9.800082510273294e-4
basic,2016-2020,-0.00425137349239752,0.008456015426540911,HD,80.5,2018,-1.97382125952342,0.008391451381468552,0.6369033632764506,9.653475883746525e-4
basic,2016-2020,-0.00433971776376191,0.008694161300342675,HD,80.75,2018,-1.9040076409600588,0.008262855781812777,0.6369033632764506,9.505540268845102e-4
basic,2016-2020,-0.0044305140595944,0.00894207127589341,HD,81,2018,-1.8356892081663143,0.008133046845826566,0.6369033632764506,9.356208839027727e-4
basic,2016-2020,-0.00452379865947618,0.00920010757636201,HD,81.25,2018,-1.7688616435129332,0.00800197393172264,0.6369033632764506,9.205423336282767e-4
basic,2016-2020,-0.00461960696092147,0.009468645621529236,HD,81.5,2018,-1.7035202709136938,0.007869594101583728,0.6369033632764506,9.053134365084937e-4
basic,2016-2020,-0.0047179733525184895,0.009748074294642604,HD,81.75,2018,-1.6396600395175516,0.007735872373633222,0.6369033632764506,8.899301682605972e-4
basic,2016-2020,-0.004818931082627421,0.01003879620070516,HD,82,2018,-1.5772755074665004,0.007600781968797257,0.6369033632764506,8.743894482358173e-4
basic,2016-2020,-0.004922512123898111,0.010341227914361645,HD,82.25,2018,-1.5163608257485093,0.007464304548951188,0.6369033632764506,8.586891668271748e-4
basic,2016-2020,-0.005028747033927481,0.010655800215411949,HD,82.5,2018,-1.4569097221782599,0.007326430444104034,0.6369033632764506,8.428282116046444e-4
basic,2016-2020,-0.0051376648124336205,0.01098295830984069,HD,82.75,2018,-1.3989154855418982,0.007187158865637104,0.6369033632764506,8.268064918459996e-4
basic,2016-2020,-0.0052492927553881,0.0113231620341054,HD,83,2018,-1.3423709499456233,0.007046498102593003,0.6369033632764506,8.106249611177838e-4
basic,2016-2020,-0.005363656306615951,0.011676886040274396,HD,83.25,2018,-1.2872684794116604,0.006904465697904278,0.6369033632764506,7.942856375485496e-4
basic,2016-2020,-0.005480778907444901,0.01204461995944799,HD,83.5,2018,-1.2335999527689971,0.0067610886013613454,0.6369033632764506,7.777916214261971e-4
basic,2016-2020,-0.0056006818450631286,0.012426868540734874,HD,83.75,2018,-1.1813567488901882,0.006616403296052078,0.6369033632764506,7.611471097435102e-4
basic,2016-2020,-0.005723384100325621,0.01282415176288924,HD,84,2018,-1.1305297323295422,0.006470455894960282,0.6369033632764506,7.443574073107879e-4
basic,2016-2020,-0.005848902195835181,0.013237004915543771,HD,84.25,2018,-1.0811092394220818,0.006323302204393517,0.6369033632764506,7.274289340525426e-4
basic,2016-2020,-0.005977250045214839,0.013665978646800159,HD,84.5,2018,-1.0330850649067864,0.006175007750924864,0.6369033632764506,7.103692281068653e-4
basic,2016-2020,-0.006108438804580509,0.014111638973762386,HD,84.75,2018,-0.9864464491417712,0.006025647768578248,0.6369033632764506,6.931869443512329e-4
basic,2016-2020,-0.0062424767273228515,0.014574567252420175,HD,85,2018,-0.9411820659831849,0.0058753071430736725,0.6369033632764506,6.758918479885129e-4
basic,2016-2020,-0.0063793690234053985,0.01505536010311067,HD,85.25,2018,-0.8972800114037057,0.005724080310069643,0.6369033632764506,6.58494802840832e-4
basic,2016-2020,-0.00651911772449257,0.015554629287607636,HD,85.5,2018,-0.854727792930521,0.005572071104509775,0.6369033632764506,6.410077540185002e-4
basic,2016-2020,-0.006661721556324671,0.016073001533709996,HD,85.75,2018,-0.8135123199865695,0.005419392558390223,0.6369033632764506,6.234437046552942e-4
basic,2016-2020,-0.006807175819866991,0.016611118303025394,HD,86,2018,-0.7736198952225347,0.005266166644526873,0.6369033632764506,6.058166864315882e-4
basic,2016-2020,-0.006955472282867629,0.017169635497473995,HD,86.25,2018,-0.7350362069305734,0.005112523964209758,0.6369033632764506,5.881417236423041e-4
basic,2016-2020,-0.007106599083569368,0.017749223099871363,HD,86.5,2018,-0.6977463226339512,0.004958603376994334,0.6369033632764506,5.704347906083172e-4
basic,2016-2020,-0.007260540648427748,0.018350564743789696,HD,86.75,2018,-0.6617346839496143,0.004804551571290664,0.6369033632764506,5.52712762277293e-4
basic,2016-2020,-0.007417277625796302,0.01897435720774757,HD,87,2018,-0.6269851028231324,0.004650522574877613,0.6369033632764506,5.34993357913529e-4
basic,2016-2020,-0.0075767868376427,0.01962130982863813,HD,87.25,2018,-0.5934807592373647,0.004496677204983861,0.6369033632764506,5.172950778356018e-4
basic,2016-2020,-0.007739041251460851,0.020292143829180216,HD,87.5,2018,-0.5612042004975198,0.004343182458143412,0.6369033632764506,4.99637133225706e-4
basic,2016-2020,-0.0079040099746377,0.0209875915540649,HD,87.75,2018,-0.5301373421959231,0.0041902108406444965,0.6369033632764506,4.820393691048937e-4
basic,2016-2020,-0.008071658273622339,0.021708395609377422,HD,88,2018,-0.5002614709596759,0.004037939641046149,0.6369033632764506,4.645221806438131e-4
basic,2016-2020,-0.008241947620323258,0.02245530789980044,HD,88.25,2018,-0.4715572490833942,0.0038865501469290626,0.6369033632764506,4.4710642305819125e-4
basic,2016-2020,-0.008414835768230329,0.023229088558055735,HD,88.5,2018,-0.4440047211472477,0.003736226808772993,0.6369033632764506,4.2981331542178697e-4
basic,2016-2020,-0.008590276860811867,0.024030504761015075,HD,88.75,2018,-0.4175833227174844,0.0035871563546009404,0.6369033632764506,4.1266433881558256e-4
basic,2016-2020,-0.00876822157478346,0.02486032942691835,HD,89,2018,-0.39227189122242556,0.0034395268597975826,0.6369033632764506,3.956811293202487e-4
basic,2016-2020,-0.008948617300867729,0.025719339788170932,HD,89.25,2018,-0.3680486790914402,0.0032935267772791765,0.6369033632764506,3.788853664474644e-4
basic,2016-2020,-0.00913140836467519,0.026608315834266892,HD,89.5,2018,-0.3448913692375755,0.0031493439339602765,0.6369033632764506,3.622986576940447e-4
basic,2016-2020,-0.009316536290320268,0.027528038619493066,HD,89.75,2018,-0.32277709295623785,0.0030071645002108685,0.6369033632764506,3.459424199889e-4
basic,2016-2020,-0.009503940109351669,0.028479288430224035,HD,90,2018,-0.3016824503025012,0.0028671719397174327,0.6369033632764506,3.298377588856761e-4
basic,2016-2020,-0.009693556717513128,0.029462842806814965,HD,90.25,2018,-0.28158353299821554,0.0027295459478359316,0.6369033632764506,3.1400534643151185e-4
basic,2016-2020,-0.00988532128175917,0.030479474415348602,HD,90.5,2018,-0.2624559499070302,0.0025944613871402844,0.6369033632764506,2.98465298713167e-4
basic,2016-2020,-0.010079167699829968,0.031529948764792634,HD,90.75,2018,-0.24427485510071079,0.00246208722941173,0.6369033632764506,2.8323705414410623e-4
basic,2016-2020,-0.010275029114531903,0.03261502176548163,HD,91,2018,-0.2270149785237037,0.00233258551376589,0.6369033632764506,2.683392536080548e-4
basic,2016-2020,-0.010472838484680128,0.03373543712525506,HD,91.25,2018,-0.21065065924479817,0.002206110330962162,0.6369033632764506,2.537896236145536e-4
basic,2016-2020,-0.010672529214428256,0.03489192358006414,HD,91.5,2018,-0.1951558812650031,0.002082806844168238,0.6369033632764506,2.396048636482902e-4
basic,2016-2020,-0.010874035842438186,0.03608519195640725,HD,91.75,2018,-0.18050431182946508,0.0019628103565482425,0.6369033632764506,2.2580053890499188e-4
basic,2016-2020,-0.011077294792029319,0.03731593206357363,HD,92,2018,-0.16666934216852533,0.001846245435994358,0.6369033632764506,2.1239097960107053e-4
basic,2016-2020,-0.011282245183082296,0.038584809414363964,HD,92.25,2018,-0.1536241305689899,0.001733225107117192,0.6369033632764506,1.9938918802067426e-4
basic,2016-2020,-0.01148882970606737,0.039892461773724935,HD,92.5,2018,-0.14134164765157156,0.0016238501202438828,0.6369033632764506,1.8680675442166313e-4
basic,2016-2020,-0.011696995558107257,0.04123949553557888,HD,92.75,2018,-0.12979472370448292,0.0015182083066370953,0.6369033632764506,0.00017465378286038485
basic,2016-2020,-0.011906695440473972,0.042626481929055784,HD,93,2018,-0.11895609789660397,0.0014163740284420699,0.6369033632764506,1.6293882791390963e-4
basic,2016-2020,-0.012117888616363676,0.044053953056341084,HD,93.25,2018,-0.10879846916683436,0.0013184077309945765,0.6369033632764506,1.5166884317780298e-4
basic,2016-2020,-0.01233054202717241,0.045522397765442146,HD,93.5,2018,-0.09929454855954264,0.0012243556040825523,0.6369033632764506,1.4084914229786532e-4
basic,2016-2020,-0.012544631464839237,0.04703225736235119,HD,93.75,2018,-0.09041711274984754,0.0011342493575616545,0.6369033632764506,1.3048337315707837e-4
basic,2016-2020,-0.012760142797095891,0.04858392116833522,HD,94,2018,-0.08213905847725411,0.0010481061153887724,0.6369033632764506,1.2057350568528325e-4
basic,2016-2020,-0.012977073241701276,0.05017772192942556,HD,94.25,2018,-0.0744334575823983,9.659284306798479e-4,0.6369033632764506,1.111198335914232e-4
basic,2016-2020,-0.01319543268491568,0.051813931086594545,HD,94.5,2018,-0.06727361231982439,8.877044228373568e-4,0.6369033632764506,1.021209901386076e-4
basic,2016-2020,-0.013415245038606312,0.05349275391660692,HD,94.75,2018,-0.06063311060034566,8.134080361565549e-4,0.6369033632764506,9.357397789402125e-5
basic,2016-2020,-0.013636549629466511,0.05521432455510203,HD,95,2018,-0.054485880800139296,7.42999417636296e-4,0.6369033632764506,8.547421219205661e-5
basic,2016-2020,-0.013859402612882217,0.056978700915106095,HD,95.25,2018,-0.048806245760811065,6.764254100223565e-4,0.6369033632764506,7.781557785372536e-5
basic,2016-2020,-0.014083878402996457,0.058785859515877434,HD,95.5,2018,-0.04356897559572695,6.136201544333385e-4,0.6369033632764506,7.059049851238479e-5
basic,2016-2020,-0.014310071109510054,0.06063569023875301,HD,95.75,2018,-0.03874933891339991,5.545057952972578e-4,0.6369033632764506,6.379001770922464e-5
basic,2016-2020,-0.014538095970723593,0.06252799102847484,HD,96,2018,-0.034323152069046736,4.989932787975415e-4,0.6369033632764506,5.740389074602094e-5
basic,2016-2020,-0.014768090771280079,0.06446246256033303,HD,96.25,2018,-0.0302668260609308,4.469832346263715e-4,0.6369033632764506,5.142068612151754e-5
basic,2016-2020,-0.015000217232010664,0.06643870289534132,HD,96.5,2018,-0.026557410699037703,3.983669296052897e-4,0.6369033632764506,4.582789523537473e-5
basic,2016-2020,-0.015234662358248136,0.06845620214756765,HD,96.75,2018,-0.023172635690154878,3.530272806901998e-4,0.6369033632764506,4.061204892366367e-5
basic,2016-2020,-0.015471639731934411,0.0705143371896505,HD,97,2018,-0.020090948305594263,3.1083991405707253e-4,0.6369033632764506,3.575883929545755e-5
basic,2016-2020,-0.015711390731853514,0.07261236642442793,HD,97.25,2018,-0.01729154732554099,2.7167425638991116e-4,0.6369033632764506,3.125324527395173e-5
basic,2016-2020,-0.015954185665362858,0.07474942465248713,HD,97.5,2018,-0.014754412987133321,2.35394644180166e-4,0.6369033632764506,2.7079660209610224e-5
basic,2016-2020,-0.016200324794091794,0.07692451806726985,HD,97.75,2018,-0.012460332701547195,2.0186143680750782e-4,0.6369033632764506,2.322201992831748e-5
basic,2016-2020,-0.016450139235252084,0.07913651941114705,HD,98,2018,-0.01039092234810607,1.709321194090374e-4,0.6369033632764506,1.966392960479798e-5
basic,2016-2020,-0.01670399171945955,0.08138416332756909,HD,98.25,2018,-0.008528643000160933,1.4246238205291488e-4,0.6369033632764506,1.6388787910110247e-5
basic,2016-2020,-0.016962277185334274,0.08366604194599041,HD,98.5,2018,-0.006856812987461405,1.1630716250132033e-4,0.6369033632764506,1.3379906970479199e-5
basic,2016-2020,-0.01722542319063347,0.08598060073774197,HD,98.75,2018,-0.005359615252126039,9.232164085684472e-5,0.6369033632764506,1.0620626790826843e-5
basic,2016-2020,-0.01749389011930065,0.08832613468235184,HD,99,2018,-0.004022100009182466,7.036217560947621e-5,0.6369033632764506,8.094422937062238e-6
basic,2016-2020,-0.017768171163595123,0.09070078478497198,HD,99.25,2018,-0.002830182776975177,5.0287172005553906e-5,0.6369033632764506,5.785006432730736e-6
basic,2016-2020,-0.018048792060446878,0.09310253498654096,HD,99.5,2018,-0.0017706378964697977,3.1957875207730445e-5,0.6369033632764506,3.676415003665513e-6
basic,2016-2020,-0.01833494842491515,0.09554070643780083,HD,99.75,2018,-8.31100051617286e-4,1.5238176582347256e-5,0.6369033632764506,1.7529907934021384e-6
basic,2016-2020,-5.225530163625522e-4,0.0010506232490033439,HU,40,2018,-30.113568104383305,0.01573593584638464,0.6369033632764506,0.0018102527238222771
basic,2016-2020,-5.324745124330863e-4,0.0010703307857371969,HU,40.25,2018,-29.87124914206713,0.015905678822689444,0.6369033632764506,0.0018297798551098687
basic,2016-2020,-5.426326957064798e-4,0.0010903514908722602,HU,40.5,2018,-29.629343098624663,0.016077850317618884,0.6369033632764506,0.0018495863617392267
basic,2016-2020,-5.530314081235552e-4,0.0011106894315486625,HU,40.75,2018,-29.387856367744366,0.016252407588786454,0.6369033632764506,0.0018696673266515665
basic,2016-2020,-5.636744574636521e-4,0.001131348721626754,HU,41,2018,-29.146795155900705,0.016429303946306536,0.6369033632764506,0.0018900173786701466
basic,2016-2020,-5.745656130691238e-4,0.0011523335220258281,HU,41.25,2018,-28.9061657529025,0.016608488847294135,0.6369033632764506,0.0019106307033714641
basic,2016-2020,-5.857086014380998e-4,0.0011736480410515,HU,41.5,2018,-28.665974715418297,0.016789907959427582,0.6369033632764506,0.0019315010503974687
basic,2016-2020,-5.971071016826462e-4,0.001195296534711727,HU,41.75,2018,-28.42622873302751,0.016973503050546016,0.6369033632764506,0.0019526217207549233
basic,2016-2020,-6.087647408494057e-4,0.0012172833070214673,HU,42,2018,-28.186934567699428,0.017159211917444697,0.6369033632764506,0.001973985558624059
basic,2016-2020,-6.206850890997026e-4,0.0012396127102960587,HU,42.25,2018,-27.94809905381996,0.017346968351387555,0.6369033632764506,0.0019955849473911598
basic,2016-2020,-6.328716547462399e-4,0.00126228914543356,HU,42.5,2018,-27.709729098194025,0.017536702106944087,0.6369033632764506,0.002017411806063576
basic,2016-2020,-6.453278791430577e-4,0.001285317062186111,HU,42.75,2018,-27.471831680023,0.01772833887424431,0.6369033632764506,0.0020394575860779515
basic,2016-2020,-6.580571314257308e-4,0.0013087009594206947,HU,43,2018,-27.234413850856324,0.017921800254755704,0.6369033632764506,0.0020617132685136186
basic,2016-2020,-6.710627030983855e-4,0.0013324453853695473,HU,43.25,2018,-26.997482734516463,0.01811700374067661,0.6369033632764506,0.0020841693617220255
basic,2016-2020,-6.843478024643498e-4,0.001356554937870695,HU,43.5,2018,-26.76104552699651,0.01831386269804848,0.6369033632764506,0.0021068158993839798
basic,2016-2020,-6.9791554889684e-4,0.001381034264599,HU,43.75,2018,-26.525109496329495,0.01851228635367958,0.6369033632764506,0.0021296424390053583
basic,2016-2020,-7.117689669462498e-4,0.001405888063288325,HU,44,2018,-26.289681982428615,0.018712179785978653,0.6369033632764506,0.0021526380608626193
basic,2016-2020,-7.259109802805e-4,0.0014311210819453698,HU,44.25,2018,-26.054770396897535,0.018913443919795242,0.6369033632764506,0.0021757913674092344
basic,2016-2020,-7.403444054544898e-4,0.001456738119055935,HU,44.5,2018,-25.82038222280994,0.019115975525353903,0.6369033632764506,0.0021990904831530812
basic,2016-2020,-7.5507194550532e-4,0.00148274402378439,HU,44.75,2018,-25.58652501445734,0.01931966722138684,0.6369033632764506,0.002222523055016821
basic,2016-2020,-7.7009618336899e-4,0.0015091436961671748,HU,45,2018,-25.35320639706447,0.019524407482545608,0.6369033632764506,0.0022460762531905346
basic,2016-2020,-7.8541957511481e-4,0.0015359420873013452,HU,45.25,2018,-25.120434066471176,0.019730080651187393,0.6369033632764506,0.0022697367724876117
basic,2016-2020,-8.0104444299354e-4,0.0015631441995292098,HU,45.5,2018,-24.888215788780073,0.01993656695362636,0.6369033632764506,0.002293490834214294
basic,2016-2020,-8.169729682948499e-4,0.001590755086620205,HU,45.75,2018,-24.656559399968963,0.020143742520930926,0.6369033632764506,0.002317324188562182
basic,2016-2020,-8.332071840102399e-4,0.0016187798539512698,HU,46,2018,-24.425472805467148,0.020351479414361974,0.6369033632764506,0.0023412221175346318
basic,2016-2020,-8.497489672965799e-4,0.0016472236586871601,HU,46.25,2018,-24.19496397969477,0.020559645655523578,0.6369033632764506,0.0023651694384152783
basic,2016-2020,-8.666000317363101e-4,0.001676091709962085,HU,46.5,2018,-23.96504096556419,0.020768105261319898,0.6369033632764506,0.0023891505077894525
basic,2016-2020,-8.837619193893702e-4,0.001705389269064325,HU,46.75,2018,-23.735711873942556,0.02097671828378854,0.6369033632764506,0.0024131492261265904
basic,2016-2020,-9.012359926323199e-4,0.00173512164962564,HU,47,2018,-23.50698488307458,0.021185340854890655,0.6369033632764506,0.002437149042932858
basic,2016-2020,-9.190234257799702e-4,0.0017652942178171152,HU,47.25,2018,-23.27886823796466,0.02139382523633482,0.6369033632764506,0.0024611329624828616
basic,2016-2020,-9.371251964843202e-4,0.0017959123925536701,HU,47.5,2018,-23.051370249717397,0.021602019874499227,0.6369033632764506,0.0024850835501378623
basic,2016-2020,-9.5554207690619e-4,0.001826981645709205,HU,47.75,2018,-22.824499294835576,0.021809769460531054,0.6369033632764506,0.0025089829392595762
basic,2016-2020,-9.742746246539798e-4,0.00185850750234472,HU,48,2018,-22.59826381447474,0.022016914995678993,0.6369033632764506,0.0025328128387259834
basic,2016-2020,-9.933231734845802e-4,0.0018904955409517602,HU,48.25,2018,-22.372672313653393,0.022223293861928794,0.6369033632764506,0.0025565545410572046
basic,2016-2020,-0.00101268782376086,0.00192295139371389,HU,48.5,2018,-22.147733360417924,0.022428739897997426,0.6369033632764506,0.0025801889311578207
basic,2016-2020,-0.0010323684326601801,0.00195588074678881,HU,48.75,2018,-21.923455584961417,0.02263308348074169,0.6369033632764506,0.0026036964956820748
basic,2016-2020,-0.00105236460412838,0.00198928934061407,HU,49,2018,-21.69984767869536,0.02283615161203639,0.6369033632764506,0.002627057333028281
basic,2016-2020,-0.00107267567857311,0.002023182970239455,HU,49.25,2018,-21.47691839327341,0.02303776801116386,0.6369033632764506,0.0026502511639672653
basic,2016-2020,-0.0010933007222908402,0.00205756748568934,HU,49.5,2018,-21.25467653956636,0.02323775321276608,0.6369033632764506,0.002673257342910714
basic,2016-2020,-0.00111423851662104,0.00209244879235842,HU,49.75,2018,-21.03313098658739,0.023435924670391167,0.6369033632764506,0.0026960548698231074
basic,2016-2020,-0.00113548754682141,0.002127832851444405,HU,50,2018,-20.8122906603668,0.023632096865674038,0.6369033632764506,0.002718622402781791
basic,2016-2020,-0.0011570459906575599,0.00216372568042171,HU,50.25,2018,-20.592164542775357,0.02382608142317899,0.6369033632764506,0.0027409382711884025
basic,2016-2020,-0.0011789117067004101,0.002200133353559995,HU,50.5,2018,-20.372761670295453,0.024017687230928713,0.6369033632764506,0.0027629804896344566
